C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_44_956.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_44_956.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_44_956.jpg, 0, 0, 0, 7.94917E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_061.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_061.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_061.jpg, 0, 0, 0, 8.322518E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_166.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_166.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_166.jpg, 0, 0, 0, 7.813911E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_269.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_269.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_269.jpg, 0, 0, 0, 7.822971E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_370.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_370.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_370.jpg, 0, 0, 0, 7.782247E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_474.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_474.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_474.jpg, 0, 0, 0, 8.012423E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_578.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_578.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_578.jpg, 0, 0, 0, 7.91097E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_680.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_680.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_680.jpg, 0, 0, 0, 7.808558E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_784.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_784.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_784.jpg, 0, 0, 0, 7.827792E-05
C:\Butun dersler\CVI\Milestone\collected_data\IMG\center_2026_04_06_14_05_45_888.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\left_2026_04_06_14_05_45_888.jpg, C:\Butun dersler\CVI\Milestone\collected_data\IMG\right_2026_04_06_14_05_45_888.jpg, 0, 0, 0, 7.776912E-05
